GID	GENE_NAME	TYPE	ASPGD_ID	DESCRIPTION	KEGG_ID	NCBI_ID
AN1796	AN1796	ORF|Uncharacterized	ASPL0000049353	Ortholog(s) have role in DNA repair, GPI anchor biosynthetic process, hyphal growth and endoplasmic reticulum localization	AN1796.2	2874808
AN1797	AN1797	ORF|Uncharacterized	ASPL0000044841	Ortholog(s) have fructose transmembrane transporter activity, glucose transmembrane transporter activity, mannose transmembrane transporter activity	AN1797.2	2875001
AN1798	AN1798	ORF|Uncharacterized	ASPL0000050344	Ortholog(s) have sterol esterase activity, role in cell wall mannoprotein biosynthetic process, sterol metabolic process and integral component of membrane, plasma membrane localization	AN1798.2	2875000
AN1799	AN1799	ORF|Uncharacterized	ASPL0000045913	Ortholog(s) have lipase activity, role in lipid catabolic process and extracellular region localization	AN1799.2	2874962
AN1800	tcsB	ORF|Verified	ASPL0000049453	Transmembrane histidine kinase, part of a two-component signal transducer involved in the HOG signaling pathway that regulates osmotic stress response' transcript upregulated by growth in glycerol	AN1800.2	2874961
AN1801	AN1801	ORF|Uncharacterized	ASPL0000044923	Ortholog of A. fumigatus Af293 : Afu2g14620, A. niger CBS 513.88 : An15g03880, A. oryzae RIB40 : AO090005000082, Neosartorya fischeri NRRL 181 : NFIA_089820 and Aspergillus versicolor : Aspve1_0147504	AN1801.2	2874959
AN1802	AN1802	ORF|Uncharacterized	ASPL0000050456	Ortholog(s) have Prp19 complex, U1 snRNP, U2 snRNP, U2-type prespliceosome, U4/U6 x U5 tri-snRNP complex, U5 snRNP, post-mRNA release spliceosomal complex, spliceosomal complex localization	AN1802.2	2874960
AN1803	AN1803	ORF|Uncharacterized	ASPL0000045973	Protein of unknown function	AN1803.2	2874928
AN1804	bglC	ORF|Verified	ASPL0000051489	Protein with beta-glucosidase activity, involved in degradation of glucans	AN1804.2	2874927
AN1805	canB	ORF|Verified	ASPL0000046966	Putative carbonic anhydrase; required for growth in ambient CO2 conditions; protein expressed at increased levels during osmoadaptation	AN1805.2	2874926
AN1806	AN1806	ORF|Uncharacterized	ASPL0000042286	Has domain(s) with predicted catalytic activity and role in nucleoside metabolic process	AN1806.2	2874929
AN1807	AN1807	ORF|Uncharacterized	ASPL0000047865	Ortholog of A. fumigatus Af293 : Afu1g17540, A. oryzae RIB40 : AO090009000305, Neosartorya fischeri NRRL 181 : NFIA_003200, Aspergillus wentii : Aspwe1_0108466 and Aspergillus versicolor : Aspve1_0123605	AN1807.2	2874958
AN1808	AN1808	ORF|Uncharacterized	ASPL0000043254	Has domain(s) with predicted oxidoreductase activity and role in oxidation-reduction process	AN1808.2	2874925
AN1809	AN1809	ORF|Uncharacterized	ASPL0000048861	Has domain(s) with predicted catalytic activity, fumarylacetoacetase activity and role in aromatic amino acid family metabolic process, metabolic process	AN1809.2	2874930
AN1810	otaA	ORF|Verified	ASPL0000050437	Ornithine transaminase, involved in utilization of arginine as a proline source; arginine-induced expression and activity; subject to carbon-catabolite and nitrogen-metabolite repression; regulated by CreA and AreA; stress-induced protein	AN1810.2	2875186
AN1811	AN1811	ORF|Uncharacterized	ASPL0000045963	Ortholog(s) have dolichyl-phosphate-mannose-glycolipid alpha-mannosyltransferase activity, glutathione binding activity and role in GPI anchor biosynthetic process	AN1811.2	2875187
AN1812	jlbA	ORF|Verified	ASPL0000051481	bZIP transcription factor; induced in response to amino acid starvation	AN1812.2	2874676
AN1813	AN1813	ORF|Verified	ASPL0000046960	Ortholog of A. niger CBS 513.88 : An06g00160, An12g10810, A. oryzae RIB40 : AO090038000504, AO090138000042, AO090103000093, Aspergillus wentii : Aspwe1_0169775 and Aspergillus sydowii : Aspsy1_0140754	AN1813.2	2874671
AN1814	AN1814	ORF|Uncharacterized	ASPL0000042274	Protein of unknown function	AN1814.2	2874675
AN1815	AN1815	ORF|Uncharacterized	ASPL0000047857	Ortholog of A. nidulans FGSC A4 : AN7115, A. fumigatus Af293 : Afu2g12730, A. oryzae RIB40 : AO090023000381, Neosartorya fischeri NRRL 181 : NFIA_087880 and Aspergillus versicolor : Aspve1_0126164	AN1815.2	2874672
AN1817	AN1817	ORF|Uncharacterized	ASPL0000048855	Ortholog of A. niger CBS 513.88 : An04g08430, Neosartorya fischeri NRRL 181 : NFIA_033170, Aspergillus wentii : Aspwe1_0178646 and Aspergillus versicolor : Aspve1_0037631, Aspve1_0037735	AN1817.2	2874666
AN1818	xlnC	ORF|Verified	ASPL0000044280	Protein with endo-1,4-beta-xylanase activity, involved in degradation of xylans	AN1818.2	2874673
AN1819	AN1819	ORF|Uncharacterized	ASPL0000049755	Ortholog of A. niger CBS 513.88 : An09g03720, An16g02240, A. oryzae RIB40 : AO090012000883, AO090026000747, Aspergillus wentii : Aspwe1_0034289 and Aspergillus versicolor : Aspve1_0037744, Aspve1_0079951	AN1819.2	2874674
AN1821	AN1821	ORF|Uncharacterized	ASPL0000046954	Has domain(s) with predicted FAD binding, oxidoreductase activity and role in metabolic process	AN1821.2	2874912
AN1822	AN1822	ORF|Uncharacterized	ASPL0000042266	Has domain(s) with predicted oxidoreductase activity and role in metabolic process	AN1822.2	2874668
AN1823	AN1823	ORF|Uncharacterized	ASPL0000047853	Has domain(s) with predicted hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amides activity, role in pyrimidine nucleobase catabolic process and cytoplasm localization	AN1823.2	2874667
AN1824	AN1824	ORF|Uncharacterized	ASPL0000043234	Has domain(s) with predicted DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific, zinc ion binding activity and role in regulation of transcription, DNA-templated, transcription, DNA-templated	AN1824.2	2874910
AN1825	AN1825	ORF|Uncharacterized	ASPL0000048849	Putative sulfide:quinone oxidoreductase; transcript repressed by nitrogen limitation	AN1825.2	2874836
AN1826	AN1826	ORF|Uncharacterized	ASPL0000044268	Has domain(s) with predicted hydrolase activity	AN1826.2	2874936
AN1827	AN1827	ORF|Uncharacterized	ASPL0000049749	Predicted glycosylphosphatidylinositol (GPI)-anchored protein	AN1827.2	2874911
AN1828	AN1828	ORF|Uncharacterized	ASPL0000045271	Ortholog of A. fumigatus Af293 : Afu4g09590, A. oryzae RIB40 : AO090003001283, Aspergillus wentii : Aspwe1_0022932 and Aspergillus terreus NIH2624 : ATET_00787	AN1828.2	2874937
AN1829	AN1829	ORF|Uncharacterized	ASPL0000050801	Has domain(s) with predicted DNA-binding transcription factor activity, RNA polymerase II-specific, zinc ion binding activity, role in regulation of transcription, DNA-templated and nucleus localization	AN1829.2	2874913
AN1830	AN1830	ORF|Uncharacterized	ASPL0000042240	Has domain(s) with predicted transmembrane transporter activity, role in transmembrane transport and integral component of membrane, membrane localization	AN1830.2	2874938
AN1831	AN1831	ORF|Uncharacterized	ASPL0000047829	Has domain(s) with predicted oxidoreductase activity and role in metabolic process	AN1831.2	2874907
AN1832	aspnd1	ORF|Uncharacterized	ASPL0000043228	N-glycosylated membrane protein, immunodominant antigen in sera from aspergilloma patients; repressed by bafilomycin; production increases under zinc-limiting conditions	AN1832.2	2874903
AN1833	AN1833	ORF|Uncharacterized	ASPL0000048841	Ortholog(s) have zinc ion binding activity and role in pathogenesis, sequestering of zinc ion, zinc ion homeostasis, zinc ion transmembrane transport, zinc ion transport	AN1833.2	2874939
AN1835	AN1835	ORF|Uncharacterized	ASPL0000049741	Ortholog of A. fumigatus Af293 : Afu6g11880, A. oryzae RIB40 : AO090701000551, Neosartorya fischeri NRRL 181 : NFIA_057460, Aspergillus wentii : Aspwe1_0120396 and Aspergillus versicolor : Aspve1_0122785	AN1835.2	2874679
AN1837	AN1837	ORF|Uncharacterized	ASPL0000050793	Putative hydrophobin; predicted glycosyl phosphatidylinositol (GPI)-anchor	AN1837.2	2874680
AN1838	AN1838	ORF|Uncharacterized	ASPL0000046327	Protein of unknown function	AN1838.2	2874677
AN1839	acpB	ORF|Verified	ASPL0000051772	Acetate transporter, involved in acetate uptake in mycelia; has homology to GPR1/FUN34/YaaH family members	AN1839.2	2874678
AN1840	AN1840	ORF|Uncharacterized	ASPL0000043212	Has domain(s) with predicted 3-oxoacyl-[acyl-carrier-protein] synthase activity, catalytic activity, transferase activity, transferring acyl groups other than amino-acyl groups activity	AN1840.2	2874909
AN1841	AN1841	ORF|Uncharacterized	ASPL0000048823	Ortholog of A. fumigatus Af293 : Afu4g02840, A. niger CBS 513.88 : An15g05470, An12g05260, A. oryzae RIB40 : AO090012000694, AO090001000164 and Aspergillus wentii : Aspwe1_0160204	AN1841.2	2874906
AN1842	AN1842	ORF|Uncharacterized	ASPL0000044258	Ortholog of A. fumigatus Af293 : Afu4g09630, Aspergillus wentii : Aspwe1_0233801, Aspergillus sydowii : Aspsy1_0141115 and Aspergillus terreus NIH2624 : ATET_00772	AN1842.2	2874854
AN1843	AN1843	ORF|Uncharacterized	ASPL0000049737	Ortholog(s) have double-stranded DNA binding activity, role in reciprocal meiotic recombination and condensed nuclear chromosome, nuclear chromatin localization	AN1843.2	2874856
AN1844	palF	ORF|Verified	ASPL0000045267	Arrestin-related protein involved in a signaling pathway that activates PacC transcription factor in response to alkaline ambient pH; becomes ubiquitylated in alkaline pH	AN1844.2	2874855
AN1845	shrA	ORF|Verified	ASPL0000050789	Endoplasmic reticulum packaging chaperone, required for incorporation of amino acid permeases (aspartate and proline transporters) into COPII coated vesicles for transport to the cell surface	AN1845.2	2875738
AN1846	AN1846	ORF|Uncharacterized	ASPL0000046323	Ortholog of A. fumigatus Af293 : Afu4g09670, A. oryzae RIB40 : AO090003001272, Aspergillus wentii : Aspwe1_0102762, Aspergillus sydowii : Aspsy1_0026263 and Aspergillus terreus NIH2624 : ATET_00776	AN1846.2	2874908
AN1847	AN1847	ORF|Uncharacterized	ASPL0000051760	Protein of unknown function	AN1847.2	2875740
AN1848	nosA	ORF|Verified	ASPL0000047220	Zinc(II)2Cys6 putative transcription factor involved in the regulation of sexual development; mutant produces immature cleistothecia and reduced numbers of ascospores	AN1848.2	2875741
AN1849	AN1849	ORF|Uncharacterized	ASPL0000042577	Ortholog of A. nidulans FGSC A4 : AN9206, A. fumigatus Af293 : Afu4g01210, Afu5g02320, Afu5g09930, A. niger CBS 513.88 : An03g02680, An12g10080, An12g02060 and A. oryzae RIB40 : AO090001000129, AO090010000537	AN1849.2	2874857
AN1850	AN1850	ORF|Uncharacterized	ASPL0000044232	Ortholog(s) have metalloendopeptidase activity, role in TOR signaling, mitochondrial protein catabolic process, protein quality control for misfolded or incompletely synthesized proteins and mitochondrial inner membrane localization	AN1850.2	2875739
AN1851	AN1851	ORF|Uncharacterized	ASPL0000049731	Ortholog(s) have unfolded protein binding activity	AN1851.2	2875556
AN1852	AN1852	ORF|Uncharacterized	ASPL0000045261	Putative chitin deacetylase	AN1852.2	2875554
AN1853	AN1853	ORF|Uncharacterized	ASPL0000050783	Has domain(s) with predicted oxidoreductase activity	AN1853.2	2875425
AN1854	AN1854	ORF|Uncharacterized	ASPL0000046319	Putative inositol pentakisphosphate 2-kinase; locus contains the conserved upstream open reading frame (uORF) AN1854-uORF	AN1854.2	2875555
AN1854-uORF	AN1854-uORF	uORF|Uncharacterized	ASPL0000360880	Conserved upstream open reading frame (uORF) of AN1854; uORFs are capable of mediating translational repression of their downstream ORF		
AN1855	AN1855	ORF|Uncharacterized	ASPL0000051754	Has domain(s) with predicted phosphoric diester hydrolase activity and role in lipid metabolic process	AN1855.2	2875427
AN1856	AN1856	ORF|Uncharacterized	ASPL0000047216	Ortholog of A. fumigatus Af293 : Afu4g09880, A. niger CBS 513.88 : An04g07170, Aspergillus wentii : Aspwe1_0034217, Aspergillus sydowii : Aspsy1_0026276 and Aspergillus terreus NIH2624 : ATET_00756	AN1856.2	2875428
AN1857	AN1857	ORF|Uncharacterized	ASPL0000042563	Putative kynureninase with a predicted role in aromatic amino acid biosynthesis	AN1857.2	2875742
AN1858	AN1858	ORF|Uncharacterized	ASPL0000048187	Putative tryptophan 2,3-dioxygenase with a predicted role in aromatic amino acid biosynthesis	AN1858.2	2875411
AN1859	AN1859	ORF|Uncharacterized	ASPL0000043562	Ortholog(s) have role in DNA repair, chromatin remodeling, chromatin silencing at telomere, histone exchange and NuA4 histone acetyltransferase complex, Swr1 complex localization	AN1859.2	2875410
AN1860	AN1860	ORF|Uncharacterized	ASPL0000045253	Ortholog(s) have role in ubiquinone-6 biosynthetic process and mitochondrion localization	AN1860.2	2875426
AN1861	AN1861	ORF|Uncharacterized	ASPL0000050771	Ortholog(s) have Prp19 complex, post-mRNA release spliceosomal complex, spliceosomal complex localization	AN1861.2	2875390
AN1862	AN1862	ORF|Uncharacterized	ASPL0000046303	Ortholog of A. fumigatus Af293 : Afu4g09790, A. niger CBS 513.88 : An04g07280, Aspergillus wentii : Aspwe1_0166824, Aspergillus sydowii : Aspsy1_0138374 and Aspergillus terreus NIH2624 : ATET_00762	AN1862.2	2875389
AN1863	AN1863	ORF|Uncharacterized	ASPL0000051749	Protein of unknown function	AN1863.2	2875388
AN1864	AN1864	ORF|Uncharacterized	ASPL0000047212	Ortholog of A. fumigatus Af293 : Afu2g04535, A. niger CBS 513.88 : An11g03760, A. oryzae RIB40 : AO090003000246, Aspergillus wentii : Aspwe1_0055095 and Aspergillus sydowii : Aspsy1_0084294	AN1864.2	2874747
AN1865	AN1865	ORF|Uncharacterized	ASPL0000042557	Putative sugar transporter	AN1865.2	2874751
AN1866	AN1866	ORF|Uncharacterized	ASPL0000048177	Ortholog of A. nidulans FGSC A4 : AN7868, A. fumigatus Af293 : Afu2g04540, A. niger CBS 513.88 : An04g07800, A. oryzae RIB40 : AO090003000256 and Neosartorya fischeri NRRL 181 : NFIA_057620, NFIA_081290	AN1866.2	2874745
AN1867	phoB	ORF|Verified	ASPL0000043550	Putative cyclin-dependent protein kinase; lethal in combination with mutations in phoA	AN1867.2	2874749
AN1868	AN1868	ORF|Uncharacterized	ASPL0000049109	Putative glycerol dehydrogenase with a predicted role in glycerol metabolism; protein expressed at decreased levels in a hapX mutant versus wild-type	AN1868.2	2874750
AN1869	AN1869	ORF|Uncharacterized	ASPL0000044526	Ortholog of A. oryzae RIB40 : AO090003000242, Aspergillus flavus NRRL 3357 : AFL2T_02736 and Aspergillus sydowii : Aspsy1_0167761	AN1869.2	2874740
AN1870	AN1870	ORF|Uncharacterized	ASPL0000046293	Putative beta-1,4-xylosidase	AN1870.2	2874748
AN1871	AN1871	ORF|Uncharacterized	ASPL0000051723	Ortholog of A. fumigatus Af293 : Afu2g04470, A. niger CBS 513.88 : An11g03160, A. oryzae RIB40 : AO090003000240, Aspergillus wentii : Aspwe1_0177180 and Aspergillus sydowii : Aspsy1_0140729	AN1871.2	2874743
AN1872	AN1872	ORF|Uncharacterized	ASPL0000047204	Has domain(s) with predicted hydrolase activity and role in metabolic process	AN1872.2	2874746
AN1873	AN1873	ORF|Uncharacterized	ASPL0000042527	Ortholog of A. fumigatus Af293 : Afu2g04460, A. niger CBS 513.88 : An11g03170, A. oryzae RIB40 : AO090003000241, Aspergillus wentii : Aspwe1_0046130 and Aspergillus sydowii : Aspsy1_0026293	AN1873.2	2874741
AN1874	hulD	ORF|Uncharacterized	ASPL0000048173	Putative HECT ubiquitin ligase	AN1874.2	2874653
AN1875	AN1875	ORF|Uncharacterized	ASPL0000043544	Ortholog(s) have role in budding cell bud growth, mitotic cell cycle, nucleocytoplasmic transport, ribosomal large subunit biogenesis and cytoplasm, preribosome, large subunit precursor localization	AN1875.2	2874742
AN1876	AN1876	ORF|Uncharacterized	ASPL0000049101	Ortholog(s) have role in cellular manganese ion homeostasis, mitochondrion organization	AN1876.2	2874654
AN1877	AN1877	ORF|Uncharacterized	ASPL0000044508	Ortholog of A. nidulans FGSC A4 : AN7228, A. fumigatus Af293 : Afu2g17490, A. niger CBS 513.88 : An04g09550, A. oryzae RIB40 : AO090102000061 and Neosartorya fischeri NRRL 181 : NFIA_092910	AN1877.2	2874994
AN1879	AN1879	ORF|Uncharacterized	ASPL0000045538	Ortholog(s) have glutathione hydrolase activity, omega peptidase activity, peptidase activity, role in glutathione catabolic process and cytoplasm, glutathione hydrolase complex, nuclear periphery localization	AN1879.2	2874995
AN1880	AN1880	ORF|Uncharacterized	ASPL0000047196	Ortholog of A. fumigatus Af293 : Afu2g04350, A. niger CBS 513.88 : An11g03040, A. oryzae RIB40 : AO090003000221, Aspergillus wentii : Aspwe1_0098739 and Aspergillus sydowii : Aspsy1_0126133	AN1880.2	2874996
AN1881	AN1881	ORF|Uncharacterized	ASPL0000042515	Has domain(s) with predicted FAD binding, oxidoreductase activity and role in metabolic process	AN1881.2	2875531
AN1882	AN1882	ORF|Uncharacterized	ASPL0000048165	Ortholog(s) have role in cell redox homeostasis	AN1882.2	2875533
AN1883	AN1883	ORF|Verified	ASPL0000043520	Putative argininosuccinate synthase with a predicted role in arginine metabolism; intracellular; protein abundance decreased by menadione stress	AN1883.2	2875534
AN1884	CYP617D1	ORF|Uncharacterized	ASPL0000049095	Putative cytochrome P450	AN1884.2	2874799
AN1885	AN1885	ORF|Uncharacterized	ASPL0000044498	Has domain(s) with predicted oxidoreductase activity and role in metabolic process	AN1885.2	2874801
AN1886	AN1886	ORF|Uncharacterized	ASPL0000050012	Putative tetrahydroxynaphthalene reductase	AN1886.2	2874992
AN1887	AN1887	pseudogene	ASPL0000082306	Possible pseudogene	AN1887.2	2874800
AN1888	AN1888	ORF|Uncharacterized	ASPL0000051061	Putative ketose-1,6-bisphosphate aldolase	AN1888.2	2875532
AN1889	AN1889	ORF|Uncharacterized	ASPL0000046584	Has domain(s) with predicted transmembrane transporter activity, role in transmembrane transport and integral component of membrane localization	AN1889.2	2875276
AN1890	AN1890	ORF|Uncharacterized	ASPL0000048157	Has domain(s) with predicted oxidoreductase activity and role in oxidation-reduction process	AN1890.2	2875275
AN1891	AN1891	ORF|Uncharacterized	ASPL0000043514	Putative asparaginase with a predicted role in asparagine metabolism	AN1891.2	2874583
AN1892	AN1892	ORF|Uncharacterized	ASPL0000049081	Ortholog(s) have protein transmembrane transporter activity, role in mitochondrial genome maintenance, protein import into mitochondrial matrix and TIM23 mitochondrial import inner membrane translocase complex localization	AN1892.2	2874581
