trans_id	gene_id	locus	Prod_name	Pfam	KeggEC	GO	KeggPathways	sigP3	sigP4	TmHMM	TopKeggBlast
B9J08_001502T0	B9J08_001502	B9J08_001502	 name="hypothetical protein" 	.	.	GO:0072671;GO:0071630;GO:0036266;GO:0005829;GO:0030433;GO:0005789	.	.	.	.	.
B9J08_001503T0	B9J08_001503	B9J08_001503	 name="uroporphyrinogen decarboxylase" 	TIGR01464[hemE: uroporphyrinogen decarboxylase];PF01208.12|URO-D[Uroporphyrinogen decarboxylase (URO-D)]	EC:4.1.1.37[Uroporphyrinogen decarboxylase.]	GO:0004853;GO:0006782;EC:4.1.1.37	.	.	.	.	.
B9J08_001506T0	B9J08_001506	B9J08_001506	 name="hypothetical protein" 	PF04389.12|Peptidase_M28[Peptidase family M28]	.	GO:0046872;GO:0000329;GO:0006508;GO:0008237;GO:0005829;GO:0016021	.	.	.	TMH:9	.
B9J08_001507T0	B9J08_001507	B9J08_001507	 name="hypothetical protein" 	PF03198.9|Glyco_hydro_72[Glucanosyltransferase]	.	GO:0030476;GO:0009277;GO:0042124;GO:0005975;GO:0031225;GO:0005886	.	.	.	.	.
B9J08_001508T0	B9J08_001508	B9J08_001508	 name="hypothetical protein" 	PF00646.28|F-box[F-box domain];PF12937.2|F-box-like[F-box-like]	.	.	.	.	.	.	.
B9J08_001509T0	B9J08_001509	B9J08_001509	 name="hypothetical protein" 	PF03194.10|LUC7[LUC7 N_terminus]	.	GO:0005685;GO:0006376;GO:0003729;GO:0071004;GO:0005829	.	.	.	.	.
B9J08_001510T0	B9J08_001510	B9J08_001510	 name="hypothetical protein" 	PF01435.13|Peptidase_M48[Peptidase family M48]	EC:3.4.24.84[Ste24 endopeptidase.]	EC:3.4.24;GO:0005783;GO:0004222;GO:0016021;GO:0044446;GO:0071586	.	.	.	TMH:5	.
B9J08_001511T0	B9J08_001511	B9J08_001511	 name="hypothetical protein" 	.	.	GO:0016021	.	.	.	TMH:1	.
B9J08_001512T0	B9J08_001512	B9J08_001512	 name="hypothetical protein" 	PF00271.26|Helicase_C[Helicase conserved C-terminal domain];PF00270.24|DEAD[DEAD/DEAH box helicase]	EC:3.6.4.13[RNA helicase.]	GO:0003723;GO:0005524;GO:0005730;GO:0000027;GO:0004386;GO:0030687;GO:0006364	.	.	.	.	.
B9J08_001513T0	B9J08_001513	B9J08_001513	 name="hypothetical protein" 	PF09801.4|SYS1[Integral membrane protein S linking to the trans Golgi network]	.	GO:0016050;GO:0043001;GO:0030173;GO:0006895;GO:0005829;GO:0000042;GO:0005802	.	.	.	TMH:4	.
B9J08_001514T0	B9J08_001514	B9J08_001514	 name="hypothetical protein" 	PF02036.12|SCP2[SCP-2 sterol transfer family]	EC:1.1.1.62[Estradiol 17-beta-dehydrogenase.]	GO:0008289;GO:0008152;GO:0016491	.	.	.	.	.
B9J08_001515T0	B9J08_001515	B9J08_001515	 name="hypothetical protein" 	PF00067.17|p450[Cytochrome P450]	.	GO:0020037;EC:1.14.14;GO:0005506;GO:0016021;GO:0055114;GO:0016712	.	.	.	TMH:1	.
B9J08_001516T0	B9J08_001516	B9J08_001516	 name="hypothetical protein" 	PF11051.3|Mannosyl_trans3[Mannosyltransferase putative]	EC:2.4.1.-[Hexosyltransferases.]	GO:0006486;GO:0016757;GO:0016021	ko00514[Other types of O-glycan biosynthesis]	.	.	TMH:1	.
B9J08_001517T0	B9J08_001517	B9J08_001517	 name="hypothetical protein" 	.	.	.	.	.	.	.	.
B9J08_001518T0	B9J08_001518	B9J08_001518	 name="hypothetical protein" 	PF00026.18|Asp[Eukaryotic aspartyl protease];PF14543.1|TAXi_N[Xylanase inhibitor N-terminal]	.	EC:3.4.23;GO:0006508;GO:0004190	.	.	.	.	.
B9J08_001519T0	B9J08_001519	B9J08_001519	 name="hypothetical protein" 	PF07690.11|MFS_1[Major Facilitator Superfamily]	.	GO:0016021	.	.	.	TMH:12	.
B9J08_001520T0	B9J08_001520	B9J08_001520	 name="hypothetical protein" 	.	.	.	.	.	.	.	.
B9J08_001521T0	B9J08_001521	B9J08_001521	 name="hypothetical protein" 	.	.	GO:0006810;GO:0016021	.	.	.	TMH:14	.
B9J08_001522T0	B9J08_001522	B9J08_001522	 name="hypothetical protein" 	.	.	.	.	.	.	.	.
B9J08_001523T0	B9J08_001523	B9J08_001523	 name="hypothetical protein" 	PF07690.11|MFS_1[Major Facilitator Superfamily]	.	GO:0055085;GO:0005783;GO:0016021	.	.	.	TMH:12	.
B9J08_001524T0	B9J08_001524	B9J08_001524	 name="hypothetical protein" 	PF00172.13|Zn_clus[Fungal Zn(2)-Cys(6) binuclear cluster domain]	.	GO:0006357;GO:0000981;GO:0005634;GO:0043565;GO:0008270	.	.	.	.	.
B9J08_001525T0	B9J08_001525	B9J08_001525	 name="hypothetical protein" 	PF00067.17|p450[Cytochrome P450]	.	GO:0020037;GO:0016705;GO:0005506;GO:0004497;GO:0055114	.	.	.	.	.
B9J08_001526T0	B9J08_001526	B9J08_001526	 name="hypothetical protein" 	PF07690.11|MFS_1[Major Facilitator Superfamily];PF00083.19|Sugar_tr[Sugar (and other) transporter]	.	GO:0055085;GO:0016021;GO:0022857	.	.	.	TMH:12	.
B9J08_001527T0	B9J08_001527	B9J08_001527	 name="hypothetical protein" 	PF07690.11|MFS_1[Major Facilitator Superfamily];PF00083.19|Sugar_tr[Sugar (and other) transporter]	.	GO:0055085;GO:0016021;GO:0022857	.	.	.	TMH:11	.
B9J08_001528T0	B9J08_001528	B9J08_001528	 name="hypothetical protein" 	PF07690.11|MFS_1[Major Facilitator Superfamily];PF00083.19|Sugar_tr[Sugar (and other) transporter]	.	GO:0055085;GO:0016021;GO:0022857	.	.	.	TMH:12	.
B9J08_001529T0	B9J08_001529	B9J08_001529	 name="hypothetical protein" 	PF00150.13|Cellulase[Cellulase (glycosyl hydrolase family 5)]	.	GO:0004553;GO:0005975	.	.	.	.	.
B9J08_001530T0	B9J08_001530	B9J08_001530	 name="hypothetical protein" 	PF00324.16|AA_permease[Amino acid permease];PF13520.1|AA_permease_2[Amino acid permease]	.	GO:0003333;GO:0016021;GO:0015171	.	.	.	TMH:12	.
B9J08_001531T0	B9J08_001531	B9J08_001531	 name="hypothetical protein" 	PF11765.3|Hyphal_reg_CWP[Hyphally regulated cell wall protein N-terminal]	.	.	.	.	.	.	.
B9J08_001532T0	B9J08_001532	B9J08_001532	 name="hypothetical protein" 	PF02225.17|PA[PA domain];PF04389.12|Peptidase_M28[Peptidase family M28];PF04253.10|TFR_dimer[Transferrin receptor-like dimerisation domain]	EC:3.4.17.21[Glutamate carboxypeptidase II.]	GO:0016787;GO:0016021	.	.	.	.	.
B9J08_001533T0	B9J08_001533	B9J08_001533	 name="hypothetical protein" 	PF00171.17|Aldedh[Aldehyde dehydrogenase family]	EC:1.2.1.3[Aldehyde dehydrogenase (NAD(+)).]	GO:0016620;GO:0055114	ko00330[Arginine and proline metabolism];ko00640[Propanoate metabolism];ko00040[Pentose and glucuronate interconversions];ko00380[Tryptophan metabolism];ko00903[Limonene and pinene degradation];ko00310[Lysine degradation];ko00280[Valine, leucine and isoleucine degradation];ko00410[beta-Alanine metabolism];ko00620[Pyruvate metabolism];ko00625[Chloroalkane and chloroalkene degradation];ko00071[Fatty acid metabolism];ko00053[Ascorbate and aldarate metabolism];ko00561[Glycerolipid metabolism];ko00340[Histidine metabolism]	.	.	.	.
B9J08_001534T0	B9J08_001534	B9J08_001534	 name="hypothetical protein" 	PF00026.18|Asp[Eukaryotic aspartyl protease];PF14543.1|TAXi_N[Xylanase inhibitor N-terminal]	.	EC:3.4.23;GO:0006508;GO:0004190	.	.	.	.	.
B9J08_001535T0	B9J08_001535	B9J08_001535	 name="hypothetical protein" 	PF01645.12|Glu_synthase[Conserved region in glutamate synthase];PF00478.20|IMPDH[IMP dehydrogenase / GMP reductase domain];PF01070.13|FMN_dh[FMN-dependent dehydrogenase];PF03060.10|NMO[Nitronate monooxygenase]	.	GO:0010181;GO:0055114;GO:0016491	.	.	.	.	.
B9J08_001536T0	B9J08_001536	B9J08_001536	 name="hypothetical protein" 	PF01490.13|Aa_trans[Transmembrane amino acid transporter protein]	.	GO:0016021	.	.	.	TMH:11	.
B9J08_001537T0	B9J08_001537	B9J08_001537	 name="hypothetical protein" 	PF01490.13|Aa_trans[Transmembrane amino acid transporter protein];PF03222.8|Trp_Tyr_perm[Tryptophan/tyrosine permease family]	.	GO:0016021	.	.	.	TMH:10	.
B9J08_001538T0	B9J08_001538	B9J08_001538	 name="hypothetical protein" 	PF13460.1|NAD_binding_10[NADH(P)-binding];PF05368.8|NmrA[NmrA-like family];PF01370.16|Epimerase[NAD dependent epimerase/dehydratase family]	.	.	.	.	.	.	.
B9J08_001539T0	B9J08_001539	B9J08_001539	 name="hypothetical protein" 	PF04082.13|Fungal_trans[Fungal specific transcription factor domain];PF00172.13|Zn_clus[Fungal Zn(2)-Cys(6) binuclear cluster domain]	.	GO:0003677;GO:0005634;GO:0008270;GO:0006351	.	.	.	.	.
B9J08_001540T0	B9J08_001540	B9J08_001540	 name="dihydrodipicolinate synthase" 	PF00701.17|DHDPS[Dihydrodipicolinate synthetase family]	.	GO:0016829;GO:0008152	.	.	.	.	.
B9J08_001541T0	B9J08_001541	B9J08_001541	 name="hypothetical protein" 	PF01490.13|Aa_trans[Transmembrane amino acid transporter protein];PF03222.8|Trp_Tyr_perm[Tryptophan/tyrosine permease family]	.	GO:0016021	.	.	.	TMH:11	.
B9J08_001542T0	B9J08_001542	B9J08_001542	 name="hypothetical protein" 	PF07690.11|MFS_1[Major Facilitator Superfamily]	.	GO:0055085;GO:0016021	.	.	.	TMH:12	.
B9J08_001543T0	B9J08_001543	B9J08_001543	 name="diphthine synthase" 	TIGR00522[dph5: diphthine synthase];PF00590.15|TP_methylase[Tetrapyrrole (Corrin/Porphyrin) Methylases]	EC:2.1.1.98[Diphthine synthase.]	GO:0017183;GO:0005634;GO:0004164;GO:0005829;EC:2.1.1.98;GO:0032259	.	.	.	.	.
B9J08_001544T0	B9J08_001544	B9J08_001544	 name="hypothetical protein" 	PF04080.8|Per1[Per1-like]	.	GO:0016021	.	.	.	TMH:7	.
B9J08_001545T0	B9J08_001545	B9J08_001545	 name="hypothetical protein" 	PF00596.16|Aldolase_II[Class II Aldolase and Adducin N-terminal domain]	.	EC:4.1.2.17;GO:0046872;GO:0008738	.	.	.	.	.
B9J08_001546T0	B9J08_001546	B9J08_001546	 name="hypothetical protein" 	PF00026.18|Asp[Eukaryotic aspartyl protease]	.	EC:3.4.23;GO:0006508;GO:0004190	.	.	.	.	.
B9J08_001547T0	B9J08_001547	B9J08_001547	 name="hypothetical protein" 	.	.	GO:0055085;GO:0016021	.	.	.	TMH:11	.
B9J08_001548T0	B9J08_001548	B9J08_001548	 name="hypothetical protein" 	.	.	GO:0055085;GO:0016021	.	.	.	TMH:2	.
B9J08_001549T0	B9J08_001549	B9J08_001549	 name="hypothetical protein" 	.	.	.	.	.	.	.	.
B9J08_001550T0	B9J08_001550	B9J08_001550	 name="hypothetical protein" 	PF08022.7|FAD_binding_8[FAD-binding domain];PF08030.7|NAD_binding_6[Ferric reductase NAD binding domain];PF01794.14|Ferric_reduct[Ferric reductase like transmembrane component]	.	GO:0016021;GO:0055114;GO:0016491	.	.	.	TMH:8	.
B9J08_001551T0	B9J08_001551	B9J08_001551	 name="hypothetical protein" 	.	.	.	.	.	.	.	.
B9J08_001552T0	B9J08_001552	B9J08_001552	 name="hypothetical protein" 	PF00339.24|Arrestin_N[Arrestin (or S-antigen), N-terminal domain]	.	.	.	.	.	.	.
B9J08_001553T0	B9J08_001553	B9J08_001553	 name="hypothetical protein" 	PF00348.12|polyprenyl_synt[Polyprenyl synthetase]	EC:2.5.1.1[Dimethylallyltranstransferase.];EC:2.5.1.10[(2E,6E)-farnesyl diphosphate synthase.];EC:2.5.1.29[Geranylgeranyl diphosphate synthase.]	GO:0004311;GO:0005739;EC:2.5.1.29;GO:0033386	.	.	.	.	.
B9J08_001554T0	B9J08_001554	B9J08_001554	 name="hypothetical protein" 	PF04511.10|DER1[Der1-like family]	.	GO:0016021	.	.	.	TMH:5	.
B9J08_001555T0	B9J08_001555	B9J08_001555	 name="hypothetical protein" 	PF02204.13|VPS9[Vacuolar sorting protein 9 (VPS9) domain]	.	.	.	.	.	.	.
B9J08_001556T0	B9J08_001556	B9J08_001556	 name="hypothetical protein" 	.	.	.	.	.	.	.	.
B9J08_001557T0	B9J08_001557	B9J08_001557	 name="transcription elongation factor SPT6" 	PF14641.1|HTH_44[Helix-turn-helix DNA-binding domain of SPT6];PF14878.1|DLD[Death-like domain of SPT6];PF14635.1|HHH_7[Helix-hairpin-helix motif];PF14632.1|SPT6_acidic[Acidic N-terminal SPT6];PF14639.1|YqgF[Holliday-junction resolvase-like of SPT6];PF14633.1|SH2_2[SH2 domain]	.	GO:0071931;GO:0000781;GO:0009267;GO:0006338;GO:1900436;GO:0044382;GO:0031454;GO:0003746;GO:1900050;GO:0016973;GO:0032968;GO:1900445;GO:0001178;GO:0036180;GO:0001073;GO:0071216;GO:0006334;GO:0000433;GO:0006348;GO:0031440;GO:0060303;GO:0000414;GO:0042393;GO:0003677;GO:0036170;GO:0071441;GO:0006414;GO:0042789;GO:0030702;GO:0006368;GO:0000183;GO:1900114;GO:0043618;GO:0031618;GO:0000991;GO:0030466;GO:0034401;GO:0051569;GO:0035327;GO:0070827;GO:0016584;GO:1900111;GO:0031491;GO:0031564	.	.	.	.	.
B9J08_001558T0	B9J08_001558	B9J08_001558	 name="hypothetical protein" 	PF02668.11|TauD[Taurine catabolism dioxygenase TauD, TfdA family]	.	GO:0005739;GO:0055114;GO:0007005;GO:0016491	.	.	.	.	.
B9J08_001559T0	B9J08_001559	B9J08_001559	 name="hypothetical protein" 	PF12821.2|DUF3815[Protein of unknown function (DUF3815)];PF06738.7|DUF1212[Protein of unknown function (DUF1212)]	.	GO:0016021	.	.	.	TMH:9	.
B9J08_001560T0	B9J08_001560	B9J08_001560	 name="hypothetical protein" 	PF04194.8|PDCD2_C[Programmed cell death protein 2, C-terminal putative domain]	.	GO:0005730;GO:0005829;GO:0030490	.	.	.	.	.
B9J08_001561T0	B9J08_001561	B9J08_001561	 name="translation initiation factor IF-2" 	TIGR00487[IF-2: translation initiation factor IF-2];PF01926.18|MMR_HSR1[50S ribosome-binding GTPase];PF08477.8|Miro[Miro-like protein];PF04760.10|IF2_N[Translation initiation factor IF-2, N-terminal region];PF11987.3|IF-2[Translation-initiation factor 2];PF00009.22|GTP_EFTU[Elongation factor Tu GTP binding domain];PF03144.20|GTP_EFTU_D2[Elongation factor Tu domain 2]	.	GO:0006413;GO:0003743;GO:0032543;GO:0005525;GO:0000049;GO:0005739;GO:0003924	.	.	.	.	.
B9J08_001562T0	B9J08_001562	B9J08_001562	 name="hypothetical protein" 	PF07535.7|zf-DBF[DBF zinc finger];PF08630.5|Dfp1_Him1_M[Dfp1/Him1, central region]	.	GO:0003688;GO:0005634;GO:0006270;GO:0001100;GO:0043539;GO:0031431;GO:0000775;GO:0006279;GO:0071902;GO:0008270;GO:0060903	ko04113[Meiosis - yeast]	.	.	.	.
B9J08_001563T0	B9J08_001563	B9J08_001563	 name="hypothetical protein" 	.	.	GO:0016237;GO:0007165;GO:0034448	.	.	.	.	.
B9J08_001564T0	B9J08_001564	B9J08_001564	 name="hypothetical protein" 	PF00179.21|UQ_con[Ubiquitin-conjugating enzyme]	EC:6.3.2.19[Ubiquitin--protein ligase.]	GO:0005634;GO:0005524;GO:0031146;GO:0042787;GO:0042803;GO:0005737;GO:0016874;GO:0004842;GO:0019005;GO:0051865;GO:0000086;GO:0000209	.	.	.	.	.
B9J08_001565T0	B9J08_001565	B9J08_001565	 name="hypothetical protein" 	PF04908.10|SH3BGR[SH3-binding, glutamic acid-rich protein]	.	GO:0015035;GO:0009055;GO:0005623;GO:0055114;GO:0045454	.	.	.	.	.
B9J08_001566T0	B9J08_001566	B9J08_001566	 name="hypothetical protein" 	PF00013.24|KH_1[KH domain];PF13014.1|KH_3[KH domain]	.	GO:0030466;GO:0003729;GO:0000781;GO:0008298;GO:0043577;GO:0006348;GO:0045141;GO:0005829;GO:0001965;GO:0005789;GO:0000750;GO:0005844	.	.	.	.	.
B9J08_001567T0	B9J08_001567	B9J08_001567	 name="hypothetical protein" 	PF00324.16|AA_permease[Amino acid permease];PF13520.1|AA_permease_2[Amino acid permease]	.	GO:0044690;GO:1902475;GO:0000102;GO:0016021;GO:0042883	.	.	.	TMH:12	.
B9J08_001568T0	B9J08_001568	B9J08_001568	 name="hypothetical protein" 	PF05047.11|L51_S25_CI-B8[Mitochondrial ribosomal protein L51 / S25 / CI-B8 domain]	.	GO:0005762;GO:0003735;GO:0009060	.	.	.	.	.
B9J08_001569T0	B9J08_001569	B9J08_001569	 name="hypothetical protein" 	PF00172.13|Zn_clus[Fungal Zn(2)-Cys(6) binuclear cluster domain]	.	GO:0006357;GO:0000981;GO:0005634;GO:0008270	.	.	.	.	.
B9J08_001570T0	B9J08_001570	B9J08_001570	 name="hypothetical protein" 	PF02668.11|TauD[Taurine catabolism dioxygenase TauD, TfdA family]	.	EC:1.14.11.17;GO:0044273;GO:0000908;EC:1.14.11;GO:0055114;GO:0000907	.	.	.	.	.
B9J08_001571T0	B9J08_001571	B9J08_001571	 name="hypothetical protein" 	PF02668.11|TauD[Taurine catabolism dioxygenase TauD, TfdA family]	.	EC:1.14.11.17;GO:0044273;GO:0000908;EC:1.14.11;GO:0055114;GO:0000907	.	.	.	.	.
B9J08_001572T0	B9J08_001572	B9J08_001572	 name="hypothetical protein" 	PF12763.2|EF-hand_4[Cytoskeletal-regulatory complex EF hand];PF00627.26|UBA[UBA/TS-N domain]	.	GO:0032467;GO:0043332;GO:0005934;GO:0005935;GO:0030479;GO:0043130;GO:0005509;GO:0006897;GO:0030968	.	.	.	.	.
B9J08_001573T0	B9J08_001573	B9J08_001573	 name="H/ACA ribonucleoprotein complex subunit 1" 	PF04410.9|Gar1[Gar1/Naf1 RNA binding region]	.	GO:0035690;GO:0034513;GO:0006364;GO:0031429;GO:0031120;GO:0019013;GO:0009982;EC:5.4.99.12	.	.	.	.	.
B9J08_001574T0	B9J08_001574	B9J08_001574	 name="hypothetical protein" 	PF01926.18|MMR_HSR1[50S ribosome-binding GTPase];PF00009.22|GTP_EFTU[Elongation factor Tu GTP binding domain]	.	GO:0005525	.	.	.	.	.
B9J08_001575T0	B9J08_001575	B9J08_001575	 name="hypothetical protein" 	PF04892.7|VanZ[VanZ like family]	.	GO:0016021	.	.	.	TMH:4	.
B9J08_001576T0	B9J08_001576	B9J08_001576	 name="hypothetical protein" 	PF00614.17|PLDc[Phospholipase D Active site motif];PF13091.1|PLDc_2[PLD-like domain]	EC:3.1.4.4[Phospholipase D.]	GO:0048017;GO:0005634;GO:0032266;GO:0006654;GO:0005768;GO:0004630;EC:3.1.4.4;GO:0031321;GO:0030334;GO:0000753;GO:0050764;GO:0005628;GO:0006887	ko04912[GnRH signaling pathway];ko04144[Endocytosis];ko04666[Fc gamma R-mediated phagocytosis];ko00565[Ether lipid metabolism]	.	.	.	.
B9J08_001577T0	B9J08_001577	B9J08_001577	 name="hypothetical protein" 	PF04148.8|Erv26[Transmembrane adaptor Erv26]	.	GO:0097020;GO:0006486;GO:0031965;GO:0031505;GO:0030134;GO:0045053;GO:0030173;GO:0030176;GO:0006888	.	.	.	TMH:4	.
B9J08_001578T0	B9J08_001578	B9J08_001578	 name="homoserine O-acetyltransferase" 	PF00756.15|Esterase[Putative esterase];PF12697.2|Abhydrolase_6[Alpha/beta hydrolase family];TIGR01392[homoserO_Ac_trn: homoserine O-acetyltransferase];PF00561.15|Abhydrolase_1[alpha/beta hydrolase fold]	EC:2.3.1.31[Homoserine O-acetyltransferase.]	GO:0004414;EC:2.3.1.31;GO:0005737;GO:0009086	ko00920[Sulfur metabolism]	.	.	.	.
B9J08_001579T0	B9J08_001579	B9J08_001579	 name="hypothetical protein" 	PF10261.4|Scs3p[Inositol phospholipid synthesis and fat-storage-inducing TM]	.	GO:0019915;GO:0016021;GO:0005789	.	.	.	TMH:4	.
B9J08_001580T0	B9J08_001580	B9J08_001580	 name="hypothetical protein" 	PF00481.16|PP2C[Protein phosphatase 2C]	EC:3.1.3.16[Phosphoprotein phosphatase.]	GO:0000001;GO:0046872;GO:0005634;GO:0006388;GO:0006470;GO:0000173;GO:0000750;GO:0004722;GO:0005737	.	.	.	.	.
B9J08_001581T0	B9J08_001581	B9J08_001581	 name="hypothetical protein" 	PF13246.1|Hydrolase_like2[Putative hydrolase of sodium-potassium ATPase alpha subunit];PF00689.16|Cation_ATPase_C[Cation transporting ATPase, C-terminus];PF00690.21|Cation_ATPase_N[Cation transporter/ATPase, N-terminus];PF00702.21|Hydrolase[haloacid dehalogenase-like hydrolase];PF12710.2|HAD[haloacid dehalogenase-like hydrolase];PF00122.15|E1-E2_ATPase[E1-E2 ATPase]	EC:3.6.3.9[Sodium/potassium-exchanging ATPase.];EC:3.6.3.10[Hydrogen/potassium-exchanging ATPase.]	GO:0005524;GO:0008556;GO:0044464;EC:3.6.3.12;GO:0090662;GO:0030001;GO:1902600;GO:0046872;GO:0030004;GO:0006875;GO:0016021	ko04970[Salivary secretion];ko04960[Aldosterone-regulated sodium reabsorption];ko04974[Protein digestion and absorption];ko04971[Gastric acid secretion];ko04972[Pancreatic secretion];ko04978[Mineral absorption];ko04976[Bile secretion];ko04973[Carbohydrate digestion and absorption];ko04964[Proximal tubule bicarbonate reclamation]	.	.	TMH:10	.
B9J08_001582T0	B9J08_001582	B9J08_001582	 name="hypothetical protein" 	PF12146.3|Hydrolase_4[Putative lysophospholipase];PF12697.2|Abhydrolase_6[Alpha/beta hydrolase family];PF00561.15|Abhydrolase_1[alpha/beta hydrolase fold];PF12695.2|Abhydrolase_5[Alpha/beta hydrolase family]	.	GO:0016787	.	.	.	.	.
B9J08_001584T0	B9J08_001584	B9J08_001584	 name="hypothetical protein" 	.	.	GO:0033617;GO:0051082;GO:0009060;GO:0031305	.	.	.	TMH:1	.
B9J08_001585T0	B9J08_001585	B9J08_001585	 name="hypothetical protein" 	PF00637.15|Clathrin[Region in Clathrin and VPS]	.	GO:0000329;GO:0043547;GO:0017112;GO:0042144;GO:0034727;GO:0016192;GO:0035091;GO:0005768;GO:0006886;GO:0030897;GO:0006624;GO:0035542;GO:0032889	.	.	.	.	.
B9J08_001586T0	B9J08_001586	B9J08_001586	 name="hypothetical protein" 	PF04136.10|Sec34[Sec34-like family]	.	GO:0016020;GO:0032258;GO:0030242;GO:0032153;GO:0005801;GO:0000301;GO:0006886;GO:0017119;GO:0006888;GO:0016236	.	.	.	.	.
B9J08_001587T0	B9J08_001587	B9J08_001587	 name="hypothetical protein" 	PF09329.6|zf-primase[Primase zinc finger]	.	GO:0003688;GO:0030466;GO:0000781;GO:0000727;GO:0006270;GO:0006348;GO:0006271;GO:0003697;GO:0031298	.	.	.	.	.
B9J08_001588T0	B9J08_001588	B9J08_001588	 name="hypothetical protein" 	PF00067.17|p450[Cytochrome P450]	.	GO:0016020;GO:0020037;EC:1.14.14;GO:0005506;GO:0055114;GO:0016712	.	.	.	TMH:1	.
B9J08_001589T0	B9J08_001589	B9J08_001589	 name="hypothetical protein" 	PF03690.8|UPF0160[Uncharacterised protein family (UPF0160)]	.	GO:0005634;GO:0005737	.	.	.	.	.
B9J08_001590T0	B9J08_001590	B9J08_001590	 name="hypothetical protein" 	PF08611.5|DUF1774[Fungal protein of unknown function (DUF1774)]	.	GO:0016021	.	.	.	TMH:7	.
B9J08_001591T0	B9J08_001591	B9J08_001591	 name="glutamate decarboxylase" 	TIGR01788[Glu-decarb-GAD: glutamate decarboxylase];PF00266.14|Aminotran_5[Aminotransferase class-V];PF00282.14|Pyridoxal_deC[Pyridoxal-dependent decarboxylase conserved domain]	EC:4.1.1.15[Glutamate decarboxylase.]	GO:0004351;GO:0034599;GO:0006538;GO:0005516;EC:4.1.1.15;GO:0030170;GO:0005737	ko04940[Type I diabetes mellitus];ko00430[Taurine and hypotaurine metabolism];ko00410[beta-Alanine metabolism];ko00650[Butanoate metabolism]	.	.	.	.
B9J08_001592T0	B9J08_001592	B9J08_001592	 name="GDP-mannose transporter" 	PF03151.11|TPT[Triose-phosphate Transporter family];PF08449.6|UAA[UAA transporter family]	.	GO:0008643;GO:0016021;GO:0005789;GO:0030659;GO:0000139	.	.	.	TMH:10	.
B9J08_001593T0	B9J08_001593	B9J08_001593	 name="hypothetical protein" 	PF03378.10|CAS_CSE1[CAS/CSE protein, C-terminus];PF08506.5|Cse1[Cse1];PF03810.14|IBN_N[Importin-beta N-terminal domain]	.	GO:0006886;GO:0008536;GO:0005635;GO:0006611	.	.	.	.	.
B9J08_001594T0	B9J08_001594	B9J08_001594	 name="transcriptional activator HAP2" 	PF02045.10|CBFB_NFYA[CCAAT-binding transcription factor (CBF-B/NF-YA) subunit B]	.	GO:0000978;GO:0000979;GO:0016602;GO:0043457;GO:0033217;GO:0001077;GO:0006366;GO:0000436	.	.	.	.	.
B9J08_001595T0	B9J08_001595	B9J08_001595	 name="hypothetical protein" 	PF00172.13|Zn_clus[Fungal Zn(2)-Cys(6) binuclear cluster domain]	.	.	.	.	.	.	.
B9J08_001596T0	B9J08_001596	B9J08_001596	 name="hypothetical protein" 	PF08700.6|Vps51[Vps51/Vps67]	.	.	.	.	.	.	.
B9J08_001597T0	B9J08_001597	B9J08_001597	 name="hypothetical protein" 	PF14617.1|CMS1[U3-containing 90S pre-ribosomal complex subunit]	.	GO:0030686	.	.	.	.	.
B9J08_001598T0	B9J08_001598	B9J08_001598	 name="tRNA uridine 5-carboxymethylaminomethyl modification enzyme GidA" 	TIGR00136[gidA: tRNA uridine 5-carboxymethylaminomethyl modification enzyme GidA];PF13932.1|GIDA_assoc_3[GidA associated domain 3];PF01134.17|GIDA[Glucose inhibited division protein A]	.	GO:0070899;GO:0050660;GO:0005739;GO:0055114;GO:0016491	.	.	.	.	.
B9J08_001599T0	B9J08_001599	B9J08_001599	 name="hypothetical protein" 	.	.	.	.	.	.	.	.
B9J08_001600T0	B9J08_001600	B9J08_001600	 name="hypothetical protein" 	PF00153.22|Mito_carr[Mitochondrial carrier protein]	.	GO:0006810;GO:0016021	.	.	.	TMH:1	.
B9J08_001601T0	B9J08_001601	B9J08_001601	 name="hypothetical protein" 	PF13878.1|zf-C2H2_3[zinc-finger of acetyl-transferase ESCO];PF13880.1|Acetyltransf_13[ESCO1/2 acetyl-transferase];PF00583.19|Acetyltransf_1[Acetyltransferase (GNAT) family]	EC:2.3.1.-[Transferring groups other than amino-acyl groups.]	GO:0018393;GO:0006260;GO:0006275;GO:0000790;GO:0070058;GO:0007088;GO:0007076;GO:0006302;GO:0032200;GO:0003682;GO:0034087;GO:0008080;GO:0043596	.	.	.	.	.
